transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
3399,2023-03-20,09:03:06,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3400,2023-03-20,11:35:10,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
3401,2023-03-20,14:43:46,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
3402,2023-03-20,14:40:26,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3403,2023-03-20,13:43:05,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
3403,2023-03-20,13:43:05,1,8,Hell's Kitchen,20,0.80,Flavours,Regular syrup,Vanilla syrup
3404,2023-03-20,14:37:45,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3405,2023-03-20,07:22:08,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
3406,2023-03-20,19:58:00,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
3407,2023-03-20,17:01:50,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3407,2023-03-20,17:01:50,1,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3408,2023-03-20,11:05:48,1,3,Astoria,12,3.75,Bakery,Pastry,Croissant
3409,2023-03-20,09:41:19,1,8,Hell's Kitchen,17,45.00,Coffee beans,Premium Beans,Civet Cat
3410,2023-03-20,08:25:22,1,5,Lower Manhattan,13,2.50,Bakery,Biscotti,Ginger Biscotti
3411,2023-03-20,10:05:15,2,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
3412,2023-03-20,14:32:32,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3413,2023-03-20,09:06:08,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
3413,2023-03-20,09:06:08,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
3414,2023-03-20,09:31:13,2,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
3415,2023-03-20,10:18:52,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3415,2023-03-20,10:18:52,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
3415,2023-03-20,10:18:52,1,8,Hell's Kitchen,16,22.00,Coffee beans,Organic Beans,Brazilian Lg
3415,2023-03-20,10:18:52,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
3416,2023-03-20,17:11:31,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
3417,2023-03-20,07:51:29,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3418,2023-03-20,13:23:11,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
3419,2023-03-20,14:13:56,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
3419,2023-03-20,14:13:56,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3419,2023-03-20,14:13:56,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
3420,2023-03-20,18:13:24,1,5,Lower Manhattan,12,3.75,Bakery,Pastry,Croissant
3420,2023-03-20,18:13:24,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
3421,2023-03-20,13:58:41,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
3422,2023-03-20,15:36:11,3,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3422,2023-03-20,15:36:11,1,3,Astoria,19,10.00,Loose Tea,Black tea,Earl Grey Rg
3423,2023-03-20,13:30:59,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
3424,2023-03-20,07:16:03,1,3,Astoria,17,45.00,Coffee beans,Premium Beans,Civet Cat
3425,2023-03-20,07:28:10,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3426,2023-03-20,08:05:34,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
3427,2023-03-20,13:54:52,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
3428,2023-03-20,15:46:33,1,8,Hell's Kitchen,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3428,2023-03-20,15:46:33,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3429,2023-03-20,12:20:10,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3429,2023-03-20,12:20:10,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3429,2023-03-20,12:20:10,1,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
3430,2023-03-20,14:35:39,2,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3431,2023-03-20,10:31:13,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
3431,2023-03-20,10:31:13,1,3,Astoria,19,10.00,Loose Tea,Black tea,Earl Grey Rg
3432,2023-03-20,07:26:12,2,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3432,2023-03-20,07:26:12,2,3,Astoria,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
3433,2023-03-20,16:47:55,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3433,2023-03-20,16:47:55,1,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3434,2023-03-20,11:05:36,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
3434,2023-03-20,11:05:36,1,8,Hell's Kitchen,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3435,2023-03-20,07:33:10,2,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3435,2023-03-20,07:33:10,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
3436,2023-03-20,20:22:12,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
3436,2023-03-20,20:22:12,3,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3437,2023-03-20,10:07:51,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3437,2023-03-20,10:07:51,1,3,Astoria,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3438,2023-03-20,14:02:19,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3438,2023-03-20,14:02:19,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
3439,2023-03-20,09:33:49,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
3440,2023-03-20,13:58:37,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3441,2023-03-20,20:13:38,2,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3441,2023-03-20,20:13:38,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3442,2023-03-20,15:04:53,2,5,Lower Manhattan,12,3.75,Bakery,Pastry,Croissant
3442,2023-03-20,15:04:53,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3443,2023-03-20,16:57:53,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3444,2023-03-20,18:06:52,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3444,2023-03-20,18:06:52,1,3,Astoria,13,2.50,Bakery,Biscotti,Ginger Biscotti
3445,2023-03-20,12:16:22,1,3,Astoria,13,2.50,Bakery,Biscotti,Ginger Biscotti
3446,2023-03-20,08:14:06,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
3447,2023-03-20,06:49:51,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
3448,2023-03-20,15:39:02,1,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
3448,2023-03-20,15:39:02,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
3449,2023-03-20,10:40:17,2,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3449,2023-03-20,10:40:17,1,8,Hell's Kitchen,20,0.80,Flavours,Regular syrup,Vanilla syrup
3449,2023-03-20,10:40:17,1,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3450,2023-03-20,15:12:21,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
3450,2023-03-20,15:12:21,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3451,2023-03-20,08:39:30,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
3452,2023-03-20,08:30:42,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
3453,2023-03-20,09:41:10,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
3453,2023-03-20,09:41:10,1,3,Astoria,18,14.00,Branded,Clothing,Coffee Roastery Mug
3454,2023-03-20,08:51:03,1,8,Hell's Kitchen,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
3455,2023-03-20,10:19:57,1,3,Astoria,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
3456,2023-03-20,09:10:18,1,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
3456,2023-03-20,09:10:18,3,5,Lower Manhattan,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3457,2023-03-20,08:17:15,1,3,Astoria,12,3.75,Bakery,Pastry,Croissant
3457,2023-03-20,08:17:15,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3458,2023-03-20,13:05:07,3,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3458,2023-03-20,13:05:07,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
3459,2023-03-20,06:51:36,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3460,2023-03-20,11:45:04,1,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
3460,2023-03-20,11:45:04,2,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
3460,2023-03-20,11:45:04,3,8,Hell's Kitchen,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3461,2023-03-21,12:03:32,2,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3461,2023-03-21,12:03:32,1,8,Hell's Kitchen,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3461,2023-03-21,12:03:32,1,8,Hell's Kitchen,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
3462,2023-03-21,09:39:17,3,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
3463,2023-03-21,12:11:15,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
3464,2023-03-21,18:27:38,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3465,2023-03-21,11:05:36,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3466,2023-03-21,15:12:38,1,8,Hell's Kitchen,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3466,2023-03-21,15:12:38,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
3467,2023-03-21,13:54:09,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3468,2023-03-21,14:17:26,1,8,Hell's Kitchen,13,2.50,Bakery,Biscotti,Ginger Biscotti
3469,2023-03-21,12:15:16,2,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
3470,2023-03-21,11:27:57,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
3470,2023-03-21,11:27:57,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3471,2023-03-21,08:15:46,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3471,2023-03-21,08:15:46,1,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3472,2023-03-21,10:13:21,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3472,2023-03-21,10:13:21,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3473,2023-03-21,12:59:33,2,8,Hell's Kitchen,20,0.80,Flavours,Regular syrup,Vanilla syrup
3473,2023-03-21,12:59:33,2,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3474,2023-03-21,17:15:36,2,8,Hell's Kitchen,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
3475,2023-03-21,09:13:20,1,5,Lower Manhattan,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3475,2023-03-21,09:13:20,1,5,Lower Manhattan,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
3476,2023-03-21,15:33:12,1,3,Astoria,12,3.75,Bakery,Pastry,Croissant
3477,2023-03-21,09:35:32,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
3477,2023-03-21,09:35:32,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3477,2023-03-21,09:35:32,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
3478,2023-03-21,10:37:34,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
3478,2023-03-21,10:37:34,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3479,2023-03-21,06:55:55,1,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
3479,2023-03-21,06:55:55,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3479,2023-03-21,06:55:55,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
3480,2023-03-21,15:16:50,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
3480,2023-03-21,15:16:50,2,3,Astoria,18,14.00,Branded,Clothing,Coffee Roastery Mug
3480,2023-03-21,15:16:50,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3481,2023-03-21,09:41:21,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
3482,2023-03-21,13:24:31,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
3482,2023-03-21,13:24:31,1,3,Astoria,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
3483,2023-03-21,08:23:39,2,8,Hell's Kitchen,20,0.80,Flavours,Regular syrup,Vanilla syrup
3483,2023-03-21,08:23:39,3,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
3483,2023-03-21,08:23:39,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
3484,2023-03-21,13:50:26,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
3485,2023-03-21,11:19:02,2,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
3486,2023-03-21,15:27:04,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
3487,2023-03-21,15:07:19,1,5,Lower Manhattan,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3487,2023-03-21,15:07:19,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3487,2023-03-21,15:07:19,1,5,Lower Manhattan,20,0.80,Flavours,Regular syrup,Vanilla syrup
3488,2023-03-21,20:27:47,2,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
3489,2023-03-21,20:04:40,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
3490,2023-03-21,12:48:47,1,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
3491,2023-03-21,08:32:22,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
3492,2023-03-21,16:09:28,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
3493,2023-03-21,13:00:48,2,8,Hell's Kitchen,16,22.00,Coffee beans,Organic Beans,Brazilian Lg
3494,2023-03-21,18:57:45,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
3495,2023-03-21,07:13:24,2,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3496,2023-03-21,10:16:19,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
3496,2023-03-21,10:16:19,1,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
3497,2023-03-21,14:45:15,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3498,2023-03-21,08:23:28,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3498,2023-03-21,08:23:28,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
3499,2023-03-21,16:56:28,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3500,2023-03-21,08:26:56,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
3501,2023-03-21,09:02:32,2,8,Hell's Kitchen,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
3501,2023-03-21,09:02:32,1,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3502,2023-03-21,19:54:23,2,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
3502,2023-03-21,19:54:23,2,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
3503,2023-03-22,16:28:47,2,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
3504,2023-03-22,19:50:15,1,3,Astoria,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
3505,2023-03-22,06:55:09,1,5,Lower Manhattan,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3506,2023-03-22,07:38:28,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3507,2023-03-22,15:41:49,1,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3508,2023-03-22,13:02:36,1,3,Astoria,12,3.75,Bakery,Pastry,Croissant
3508,2023-03-22,13:02:36,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
3508,2023-03-22,13:02:36,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3509,2023-03-22,11:51:21,2,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
3509,2023-03-22,11:51:21,2,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
3510,2023-03-22,07:26:27,2,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3510,2023-03-22,07:26:27,1,8,Hell's Kitchen,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
3510,2023-03-22,07:26:27,1,8,Hell's Kitchen,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
3510,2023-03-22,07:26:27,3,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3511,2023-03-22,07:03:47,3,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
3512,2023-03-22,09:26:04,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
3513,2023-03-22,12:25:53,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3514,2023-03-22,17:32:13,1,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
3514,2023-03-22,17:32:13,1,8,Hell's Kitchen,16,22.00,Coffee beans,Organic Beans,Brazilian Lg
3515,2023-03-22,09:28:27,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3515,2023-03-22,09:28:27,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
3515,2023-03-22,09:28:27,1,8,Hell's Kitchen,5,2.50,Coffee,Espresso,Espresso Shot
3516,2023-03-22,12:25:42,2,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
3516,2023-03-22,12:25:42,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
3517,2023-03-22,14:45:08,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
3518,2023-03-22,06:41:39,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
3519,2023-03-22,08:46:11,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3519,2023-03-22,08:46:11,1,8,Hell's Kitchen,5,2.50,Coffee,Espresso,Espresso Shot
3520,2023-03-22,16:43:15,1,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
3520,2023-03-22,16:43:15,1,5,Lower Manhattan,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
3521,2023-03-22,08:05:34,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3522,2023-03-22,17:13:35,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3522,2023-03-22,17:13:35,1,5,Lower Manhattan,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
3523,2023-03-22,10:55:19,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3523,2023-03-22,10:55:19,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3524,2023-03-22,17:10:58,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
3524,2023-03-22,17:10:58,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
3525,2023-03-22,11:47:43,2,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3525,2023-03-22,11:47:43,2,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
3526,2023-03-22,09:13:05,1,5,Lower Manhattan,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
3526,2023-03-22,09:13:05,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3526,2023-03-22,09:13:05,2,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
3526,2023-03-22,09:13:05,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3527,2023-03-22,11:05:22,1,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3528,2023-03-22,09:10:44,1,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
3529,2023-03-22,15:03:51,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
3529,2023-03-22,15:03:51,1,8,Hell's Kitchen,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
3530,2023-03-22,19:35:24,2,3,Astoria,13,2.50,Bakery,Biscotti,Ginger Biscotti
3531,2023-03-22,09:22:48,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
3531,2023-03-22,09:22:48,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
3532,2023-03-22,07:57:45,2,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
3532,2023-03-22,07:57:45,1,8,Hell's Kitchen,20,0.80,Flavours,Regular syrup,Vanilla syrup
3533,2023-03-22,17:12:16,2,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3534,2023-03-22,18:06:44,2,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3534,2023-03-22,18:06:44,3,5,Lower Manhattan,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
3535,2023-03-22,16:47:59,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3536,2023-03-22,18:18:05,2,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3536,2023-03-22,18:18:05,1,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
3536,2023-03-22,18:18:05,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
3536,2023-03-22,18:18:05,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3537,2023-03-22,09:02:12,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
3538,2023-03-22,11:42:45,3,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3539,2023-03-22,10:39:35,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
3540,2023-03-22,14:45:27,1,5,Lower Manhattan,13,2.50,Bakery,Biscotti,Ginger Biscotti
3541,2023-03-22,07:35:47,1,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3541,2023-03-22,07:35:47,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3541,2023-03-22,07:35:47,1,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
3541,2023-03-22,07:35:47,1,5,Lower Manhattan,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
3542,2023-03-22,18:51:06,2,8,Hell's Kitchen,20,0.80,Flavours,Regular syrup,Vanilla syrup
3543,2023-03-22,09:41:24,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3543,2023-03-22,09:41:24,2,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
3544,2023-03-22,14:40:08,2,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
3545,2023-03-22,10:09:26,1,3,Astoria,16,22.00,Coffee beans,Organic Beans,Brazilian Lg
3545,2023-03-22,10:09:26,2,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
3546,2023-03-22,18:25:10,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
3546,2023-03-22,18:25:10,2,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3547,2023-03-22,11:40:17,1,3,Astoria,13,2.50,Bakery,Biscotti,Ginger Biscotti
3548,2023-03-22,06:22:36,1,8,Hell's Kitchen,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
3549,2023-03-22,09:08:48,1,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
3550,2023-03-22,08:01:02,1,3,Astoria,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
3550,2023-03-22,08:01:02,1,3,Astoria,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
3550,2023-03-22,08:01:02,2,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
3550,2023-03-22,08:01:02,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
3551,2023-03-22,08:22:05,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
